상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220810316644,트리니티랩스,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102240003,1,대지,224,3,서울특별시 강남구 논현동 224-3,116804166348,서울특별시 강남구 봉은사로33길,41,,1168010800102240003009644,트리니티랩스,서울특별시 강남구 봉은사로33길 41,135829,06107,,,,127.034610341031,37.5106527096801
MA010120220800250953,파트너스컨설팅주,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440565,공덕동,1144010200,공덕동,1144010200100220008,1,대지,22,8,서울특별시 마포구 공덕동 22-8,114404139196,서울특별시 마포구 만리재옛길,62,,1144010200100220008001507,보성빌딩,서울특별시 마포구 만리재옛길 62,121800,04208,,5,,126.957914476348,37.5489608668327
MA010120220812646772,나비,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11710,송파구,11710600,석촌동,1171010500,석촌동,1171010500102760007,1,대지,276,7,서울특별시 송파구 석촌동 276-7,117103123001,서울특별시 송파구 가락로,110,,1171010500102760007010373,,서울특별시 송파구 가락로 110,138846,05696,,1,,127.10823985947,37.5012467477574
MA010120220806964556,이시즈에,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1121510100106470020,1,대지,647,20,서울특별시 광진구 중곡동 647-20,112153104007,서울특별시 광진구 능동로,329,,1121510100106470020005475,,서울특별시 광진구 능동로 329,143912,04918,,1,,127.080311781763,37.5591493579463
MA010120220803074592,만나식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680650,역삼2동,1168010100,역삼동,1168010100107080029,1,대지,708,29,서울특별시 강남구 역삼동 708-29,116804166496,서울특별시 강남구 선릉로87길,10,,1168010100107080029022931,,서울특별시 강남구 선릉로87길 10,135919,06212,,1,,127.048664572154,37.5032505047217
MA010120220805473187,평화고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,11,서울특별시,11290,성북구,11290705,종암동,1129013500,종암동,1129013500100230059,1,대지,23,59,서울특별시 성북구 종암동 23-59,112903100019,서울특별시 성북구 북악산로,1059,,1129013500100230059022811,,서울특별시 성북구 북악산로 1059,136860,02811,,6,,127.035633374041,37.5926432399606
MA010120220800529725,마코스포츠,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11500,강서구,11500620,공항동,1150010800,공항동,1150010800100480015,1,대지,48,15,서울특별시 강서구 공항동 48-15,115003115005,서울특별시 강서구 방화동로,16,,1150010800100480015005268,,서울특별시 강서구 방화동로 16,157812,07619,,1,,126.809364210882,37.562509622878
MA010120220800460551,순금당,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,11,서울특별시,11590,동작구,11590630,사당2동,1159010700,사당동,1159010700100880003,1,대지,88,3,서울특별시 동작구 사당동 88-3,115904157127,서울특별시 동작구 동작대로29길,8,,1159010700100880003012961,,서울특별시 동작구 동작대로29길 8,156815,06997,,,,126.981569299759,37.4881672274854
MA010120220806429001,데무,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30,33,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,120706,03789,,4,,126.935841485762,37.5560778303241
MA010120220808692459,이태완영어스쿨원격학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11470,양천구,11470630,신정2동,1147010100,신정동,1147010100103290010,1,대지,329,10,서울특별시 양천구 신정동 329-10,114703114001,서울특별시 양천구 목동동로,150,,1147010100103290010006110,일부목동블루스퀘어,서울특별시 양천구 목동동로 150,158072,08014,,,,126.870468380707,37.5189390583181
MA010120220800881148,이마트24신정역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11470,양천구,11470650,신정4동,1147010100,신정동,1147010100109520007,1,대지,952,7,서울특별시 양천구 신정동 952-7,114703114014,서울특별시 양천구 오목로,182,,1147010100109520007002436,,서울특별시 양천구 오목로 182,158859,08020,,1,,126.857583990901,37.5250149992372
MA010120220808610245,오토존,,G2,소매,G202,자동차 부품 소매,G20202,자동차 부품 소매업,G45213,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업,11,서울특별시,11230,동대문구,11230610,답십리2동,1123010500,답십리동,1123010500109610002,1,대지,961,2,서울특별시 동대문구 답십리동 961-2,112303105003,서울특별시 동대문구 고미술로,100,,1123010500109610002020506,송화빌딩,서울특별시 동대문구 고미술로 100,130809,02622,,,,127.057351383933,37.5638569356952
MA010120220812608397,아놀드홍휘트니스홈플러스강서점,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11500,강서구,11500520,등촌1동,1150010200,등촌동,1150010200106390011,1,대지,639,11,서울특별시 강서구 등촌동 639-11,115003005069,서울특별시 강서구 화곡로,398,,1150010200106390011027411,아놀드홍코너홈플러스강서점앤본사사옥,서울특별시 강서구 화곡로 398,157840,07567,,3,,126.854815399471,37.5584657208132
MA010120220806812704,7080너랑나랑,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11260,중랑구,11260620,묵1동,1126010400,묵동,1126010400101620004,1,대지,162,4,서울특별시 중랑구 묵동 162-4,112603106010,서울특별시 중랑구 중랑역로,274,,1126010400101620004009887,,서울특별시 중랑구 중랑역로 274,131848,02032,,1,,127.078560858114,37.6162013807455
MA010120220806956129,빅,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300100910001,1,대지,91,1,서울특별시 영등포구 당산동3가 91-1,115604154075,서울특별시 영등포구 국회대로38길,8,,1156011300100910001029113,문화빌딩,서울특별시 영등포구 국회대로38길 8,150803,07257,,,,126.898805867789,37.5262828749111
MA010120220805930461,주성디자인,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11740,강동구,11740640,성내1동,1174010800,성내동,1174010800104550000,1,대지,455,,서울특별시 강동구 성내동 455,117404172282,서울특별시 강동구 올림픽로48길,20,,1174010800104550000006963,진영빌딩,서울특별시 강동구 올림픽로48길 20,134848,05398,,4,,127.1211206607,37.529048214659
MA010120220801062274,천하에이스주,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1121510400101270000,1,대지,127,,서울특별시 광진구 광장동 127,112154112359,서울특별시 광진구 아차산로78길,110,,1121510400101270000010438,리버힐오피스텔,서울특별시 광진구 아차산로78길 110,143802,04969,,3,,127.11017752923,37.5499891524184
MA010120220803657749,아빠가빚은떡,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,11,서울특별시,11230,동대문구,11230570,전농2동,1123010400,전농동,1123010400102950098,1,대지,295,98,서울특별시 동대문구 전농동 295-98,112304115429,서울특별시 동대문구 전농로16길,6,,1123010400102950098026032,,서울특별시 동대문구 전농로16길 6,130022,02506,,,,127.057679448874,37.5783087378396
MA010120220803781335,똘이곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300100290033,1,대지,29,33,서울특별시 강북구 수유동 29-33,113054124001,서울특별시 강북구 노해로11길,26,,1130510300100290033009104,,서울특별시 강북구 노해로11길 26,142872,01076,,1,,127.021175763817,37.638993562007
MA010120220803251705,향원정,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103860010,1,대지,386,10,서울특별시 마포구 서교동 386-10,114404139431,서울특별시 마포구 양화로7길,28,,1144012000103860010010621,일부,서울특별시 마포구 양화로7길 28,121839,04037,,2,,126.914693899743,37.5519649060763
MA010120220814022358,씨유천호1동점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11740,강동구,11740600,천호1동,1174010900,천호동,1174010900102250016,1,대지,225,16,서울특별시 강동구 천호동 225-16,117404172065,서울특별시 강동구 구천면로42길,47,,1174010900102250016013224,,서울특별시 강동구 구천면로42길 47,134866,05310,,1,,127.136615975281,37.5454835622695
MA010120220814395520,아임낫데어,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109420015,1,대지,942,15,서울특별시 강남구 대치동 942-15,116804166761,서울특별시 강남구 테헤란로82길,15,,1168010600109420015012201,,서울특별시 강남구 테헤란로82길 15,135845,06178,,,,127.058234540903,37.5060483010913
MA010120220805408625,피케이프로덕션웨이브,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1111017200102060050,1,대지,206,50,서울특별시 종로구 명륜4가 206-50,111104100411,서울특별시 종로구 창경궁로26길,16,4,1111017200102060050009072,명진빌라,서울특별시 종로구 창경궁로26길 16-4,110530,03079,,2,,126.998550877177,37.5814582791411
MA010120220812872748,압구정현국어,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105680001,1,대지,568,1,서울특별시 강남구 신사동 568-1,116804166510,서울특별시 강남구 압구정로18길,15,,1168010700105680001010443,,서울특별시 강남구 압구정로18길 15,135891,06031,,4,,127.024831123981,37.5240080414305
MA010120220803740482,고명옥미장원,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11200,성동구,11200645,옥수동,1120011300,옥수동,1120011300104280000,1,대지,428,,서울특별시 성동구 옥수동 428,112003005014,서울특별시 성동구 독서당로,191,,1120011300104280000010121,극동아파트,서울특별시 성동구 독서당로 191,133766,04732,,,,127.011983320156,37.5445889037836
MA010120220813809056,법무사신박황상민사무소,,M1,과학·기술,M103,법무관련 ,M10303,법무사,M71103,법무사업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100107020002,1,대지,702,2,서울특별시 강남구 역삼동 702-2,116803122010,서울특별시 강남구 테헤란로,309,,1168010100107020003022787,삼성제일빌딩,서울특별시 강남구 테헤란로 309,135751,06151,,17,,127.044435019862,37.5035585132933
MA010120220800967321,원당감자탕,가산디지털점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103190000,1,대지,319,,서울특별시 금천구 가산동 319,115453117001,서울특별시 금천구 가산디지털1로,70,,1154510100103190000000001,호서대벤처타워,서울특별시 금천구 가산디지털1로 70,153711,08590,,,,126.88611557557,37.4723100843166
MA010120220800753877,그래픽과창작,,M1,과학·기술,M112,전문 디자인,M11204,패션/섬유/기타 전문 디자인업,M73209,패션; 섬유류 및 기타 전문 디자인업,11,서울특별시,11440,마포구,11440680,합정동,1144012200,합정동,1144012200103760013,1,대지,376,13,서울특별시 마포구 합정동 376-13,114404139436,서울특별시 마포구 양화진길,51,,1144012200103760013012619,신우,서울특별시 마포구 양화진길 51,121897,04083,,,,126.912176829754,37.5463588511238
MA010120220812503543,사운드키친,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11440,마포구,11440610,염리동,1144010900,염리동,1144010900101570022,1,대지,157,22,서울특별시 마포구 염리동 157-22,114404139234,서울특별시 마포구 백범로24길,11,,1144010900101570022026444,,서울특별시 마포구 백범로24길 11,121873,04149,,1,,126.94509525174,37.5459552761186
MA010120220801144975,에이저헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11560,영등포구,11560535,영등포동,1156010800,영등포동7가,1156010800102080000,1,대지,208,,서울특별시 영등포구 영등포동7가 208,115604154080,서울특별시 영등포구 국회대로50길,20,,1156010800100290001032915,포레나영등포,서울특별시 영등포구 국회대로50길 20,150030,07246,,2,,126.905664590051,37.523828817066
MA010120220803649216,뉴이즘,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11230,동대문구,11230533,용두동,1123010200,용두동,1123010200107900000,1,대지,790,,서울특별시 동대문구 용두동 790,112303105014,서울특별시 동대문구 정릉천동로,58,,1123010200106890047000002,롯데캐슬피렌체,서울특별시 동대문구 정릉천동로 58,130745,02566,,1,,127.035727795969,37.5769839512211
MA010120220802781709,테라21,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11440,마포구,11440590,용강동,1144010900,염리동,1144010900101730029,1,대지,173,29,서울특별시 마포구 염리동 173-29,114404139603,서울특별시 마포구 토정로37길,41,,1144010900101730029006646,하나프라자,서울특별시 마포구 토정로37길 41,121874,04155,,1,,126.946704424461,37.5427034060948
MA0106202201A1667896,칠성포차신설동역점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230515,신설동,1123010100,신설동,1123010100100760035,1,대지,76,35,서울특별시 동대문구 신설동 76-35,112303105008,서울특별시 동대문구 왕산로,11,,1123010100100760035039332,,서울특별시 동대문구 왕산로 11,130810,02580,,,,127.024723988692,37.5764101322903
MA010120220814341678,이니스프리이마트미소점,왕십리점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,11,서울특별시,11200,성동구,11200560,행당1동,1120010700,행당동,1120010700101680151,1,대지,168,151,서울특별시 성동구 행당동 168-151,112003103005,서울특별시 성동구 왕십리광장로,17,,1120010700101680001017508,,서울특별시 성동구 왕십리광장로 17,133866,04750,,2,,127.038391477602,37.5614409428511
MA010120220803549949,빈버드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11380,은평구,11380570,대조동,1138010600,대조동,1138010600100140132,1,대지,14,132,서울특별시 은평구 대조동 14-132,113803111004,서울특별시 은평구 불광로,16,,1138010600100140132026173,,서울특별시 은평구 불광로 16,122837,03397,,2,,126.928230010141,37.6096735384148
MA010120220802165327,영수태권도장,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11590,동작구,11590650,사당4동,1159010700,사당동,1159010700102660007,1,대지,266,7,서울특별시 동작구 사당동 266-7,115903119004,서울특별시 동작구 사당로,236,,1159010700102660007006935,,서울특별시 동작구 사당로 236,156821,07010,,3,,126.973769095944,37.4831651571384
MA010120220812915213,클리어뷰컨설팅,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100240001,1,대지,24,1,서울특별시 영등포구 여의도동 24-1,115603118002,서울특별시 영등포구 국제금융로,20,,1156011000100240001031226,율촌빌딩,서울특별시 영등포구 국제금융로 20,150877,07327,,5,,126.927293165773,37.5248892746322
MA010120220813850212,그레이인테리어,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42412,도배; 실내 장식 및 내장 목공사업,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1130510100100030229,1,대지,3,229,서울특별시 강북구 미아동 3-229,113054124075,서울특별시 강북구 도봉로18다길,21,9,1130510100100030229020219,,서울특별시 강북구 도봉로18다길 21-9,142801,01163,,,,127.032214186071,37.6197099576408
MA010120220801073103,아이티티,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600110010001,1,대지,1001,1,서울특별시 강남구 대치동 1001-1,116802122002,서울특별시 강남구 영동대로,422,,1168010600110010001012134,,서울특별시 강남구 영동대로 422,135502,06174,,,,127.064704726162,37.5071351501947
MA010120220810554688,애신,,S2,수리·개인,S208,욕탕·신체관리,S20802,마사지/안마,S96122,마사지업,11,서울특별시,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100102020000,1,대지,202,,서울특별시 송파구 잠실동 202,117104169205,서울특별시 송파구 백제고분로9길,26,,1171010100102020000002089,,서울특별시 송파구 백제고분로9길 26,138862,05563,,,,127.081977770119,37.509530108046
MA010120220800822817,단우에이앤에이건축사사무소주,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11650,서초구,11650621,방배4동,1165010100,방배동,1165010100108590004,1,대지,859,4,서울특별시 서초구 방배동 859-4,116504163297,서울특별시 서초구 방배천로30길,27,,1165010100108590004009649,주홍빌딩,서울특별시 서초구 방배천로30길 27,137838,06570,,2,,126.98722293774,37.4878796516349
MA010120220803718469,서울공구,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47512,공구 소매업,11,서울특별시,11230,동대문구,11230650,장안1동,1123010600,장안동,1123010600104130003,1,대지,413,3,서울특별시 동대문구 장안동 413-3,112304115615,서울특별시 동대문구 한천로2길,16,,1123010600104130003018095,덕암빌딩,서울특별시 동대문구 한천로2길 16,130843,02633,,1,,127.059320091985,37.5629369467163
MA010120220812190646,호텔컬리넌대치,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1168010600108910035,1,대지,891,35,서울특별시 강남구 대치동 891-35,116804166757,서울특별시 강남구 테헤란로78길,14,16,1168010600108910035026795,,서울특별시 강남구 테헤란로78길 14-16,135840,06194,,,,127.054241472626,37.5051041467023
MA010120220803052705,마노아,데일리,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700106560023,1,대지,656,23,서울특별시 강남구 신사동 656-23,116804166279,서울특별시 강남구 도산대로49길,34,,1168010700106560023012002,,서울특별시 강남구 도산대로49길 34,135897,06019,,,,127.037185028233,37.5251400609203
MA010120220803725463,지에이스포츠센터,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11620,관악구,11620605,은천동,1162010100,봉천동,1162010100109400011,1,대지,940,11,서울특별시 관악구 봉천동 940-11,116203120009,서울특별시 관악구 은천로,37,,1162010100109400011000001,정암빌딩,서울특별시 관악구 은천로 37,151826,08716,,3,,126.939575905806,37.4863511976303
MA010120220804192840,위어디,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,11,서울특별시,11650,서초구,11650651,양재1동,1165010300,우면동,1165010300100080007,1,대지,8,7,서울특별시 서초구 우면동 8-7,116504163209,서울특별시 서초구 바우뫼로2길,67,,1165010300100080007006164,,서울특별시 서초구 바우뫼로2길 67,137887,06763,,,,127.027480575254,37.4685775246251
MA010120220809241771,컨티뉴티움,,S2,수리·개인,S205,가전제품 수리,S20501,가전제품 수리업,S95310,가전제품 수리업,11,서울특별시,11440,마포구,11440730,성산2동,1144012500,성산동,1144012500101400039,1,대지,140,39,서울특별시 마포구 성산동 140-39,114404139212,서울특별시 마포구 모래내로7안길,15,,1144012500101400039027825,,서울특별시 마포구 모래내로7안길 15,121849,03946,,4,,126.909660904157,37.5682421719739
MA010120220814165145,다이빙룸,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400101010049,1,대지,101,49,서울특별시 용산구 갈월동 101-49,111702005005,서울특별시 용산구 한강대로,259,,1117010400101010049028625,고려에이트리움,서울특별시 용산구 한강대로 259,140807,04322,,1,,126.972413447588,37.5415769511105
MA010120220809627881,이음유앤아이,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104810002,1,대지,481,2,서울특별시 금천구 가산동 481-2,115453117001,서울특별시 금천구 가산디지털1로,233,,1154510100104810002015573,에이스하이엔드타워9차,서울특별시 금천구 가산디지털1로 233,153803,08501,,,,126.87828212258,37.4857813664521
MA010120220803720139,경애약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11230,동대문구,11230660,장안2동,1123010600,장안동,1123010600100930010,1,대지,93,10,서울특별시 동대문구 장안동 93-10,112304115178,서울특별시 동대문구 사가정로25길,18,,1123010600100930010014494,,서울특별시 동대문구 사가정로25길 18,130835,02515,,,,127.070586354434,37.5795811370874
MA010120220800823017,그로우마케팅,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102260002,1,대지,226,2,서울특별시 강남구 논현동 226-2,116804166350,서울특별시 강남구 봉은사로37길,35,,1168010800102260002008115,동궁빌딩,서울특별시 강남구 봉은사로37길 35,135829,06107,,2,,127.035390612755,37.5103191068211
MA010120220803459162,월드커뮤니케이션즈,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,광고물 문안; 도안; 설계 등 작성업,11,서울특별시,11140,중구,11140570,필동,1114013900,필동3가,1114013900100280001,1,대지,28,1,서울특별시 중구 필동3가 28-1,111403101003,서울특별시 중구 서애로,27,,1114013900100280001017963,서울캐피탈빌딩,서울특별시 중구 서애로 27,100273,04623,,,,126.997102587615,37.5599514944115
MA010120220800552463,선진인테리어,,G2,소매,G210,철물·건설자재 소매,G21002,벽지/장판/마루 소매업,G47513,벽지; 마루덮개 및 장판류 소매업,11,서울특별시,11410,서대문구,11410655,홍제2동,1141011100,홍제동,1141011100102010004,1,대지,201,4,서울특별시 서대문구 홍제동 201-4,114104136185,서울특별시 서대문구 세무서2길,30,,1141011100102010004000015,,서울특별시 서대문구 세무서2길 30,120856,03630,,1,,126.947192518669,37.5886364005393
MA010120220803611912,테마２１,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,11,서울특별시,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200101150018,1,대지,115,18,서울특별시 중랑구 상봉동 115-18,112603005032,서울특별시 중랑구 망우로,278,,1126010200101150018016205,,서울특별시 중랑구 망우로 278,131860,02137,,,,127.083430819321,37.595520324908
MA010120220812692787,에스앤제이트레이드,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11650,서초구,11650510,서초1동,1165010800,서초동,1165010800116580023,1,대지,1658,23,서울특별시 서초구 서초동 1658-23,116504163705,서울특별시 서초구 서초중앙로20길,29,,1165010800116580023025272,원성빌딩,서울특별시 서초구 서초중앙로20길 29,137881,06634,,,,127.015830960191,37.4924834308264
MA010120220800879495,그린할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11710,송파구,11710610,삼전동,1171010600,삼전동,1171010600100730005,1,대지,73,5,서울특별시 송파구 삼전동 73-5,117104169182,서울특별시 송파구 백제고분로32길,8,,1171010600100730005027738,에스제이빌딩,서울특별시 송파구 백제고분로32길 8,138838,05589,,1,,127.094884354619,37.5017177428506
MA010120220813906359,씨유관악푸른점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11620,관악구,11620625,인헌동,1162010100,봉천동,1162010100101960239,1,대지,196,239,서울특별시 관악구 봉천동 196-239,116204160084,서울특별시 관악구 낙성대역길,61,,1162010100101960239024127,,서울특별시 관악구 낙성대역길 61,151817,08793,,1,,126.962489241039,37.4752512531873
MA010120220804197097,변호사민웅재법률사무소,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106070012,1,대지,607,12,서울특별시 강남구 역삼동 607-12,116803121022,서울특별시 강남구 논현로,555,,1168010100106070012027380,,서울특별시 강남구 논현로 555,135907,06126,,7,,127.034313968998,37.5056341991975
MA0106202201A0542499,드림디포신설동점,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11230,동대문구,11230515,신설동,1123010100,신설동,1123010100100760029,1,대지,76,29,서울특별시 동대문구 신설동 76-29,112303105008,서울특별시 동대문구 왕산로,9,1,1123010100100760029039317,,서울특별시 동대문구 왕산로 9-1,130810,02580,,,,127.024610756937,37.5763290664528
MA010120220809767198,위대한치킨동무,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11170,용산구,11170590,용문동,1117012100,용문동,1117012100100280052,1,대지,28,52,서울특별시 용산구 용문동 28-52,111703005018,서울특별시 용산구 새창로,114,6,1117012100100280052015614,,서울특별시 용산구 새창로 114-6,140832,04363,,,,126.960070849761,37.5372125825003
MA010120220800559372,가로매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300102810092,1,대지,281,92,서울특별시 은평구 불광동 281-92,113803000008,서울특별시 은평구 통일로,730,,1138010300102810092040663,,서울특별시 은평구 통일로 730,122858,03368,,,,126.930097653123,37.6108189155802
MA010120220807383462,씨유세곡,푸르지오점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11680,강남구,11680700,세곡동,1168011100,세곡동,1168011100105330000,1,대지,533,,서울특별시 강남구 세곡동 533,116803122014,서울특별시 강남구 자곡로,21,,1168011100104610003000001,엘에이치푸르지오,서울특별시 강남구 자곡로 21,135190,06375,,1,,127.093269634543,37.4673455667919
MA010120220803406089,미투,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11530,구로구,11530550,구로4동,1153010200,구로동,1153010200101250066,1,대지,125,66,서울특별시 구로구 구로동 125-66,115303116011,서울특별시 구로구 도림천로,352,,1153010200101200003017071,대림,서울특별시 구로구 도림천로 352,152845,08304,,,,126.894247856438,37.4934372778233
MA010120220813511740,유엠컨설팅,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11260,중랑구,11260580,상봉1동,1126010200,상봉동,1126010200101000007,1,대지,100,7,서울특별시 중랑구 상봉동 100-7,112603005032,서울특별시 중랑구 망우로,305,,1126010200101000007017635,거암빌딩,서울특별시 중랑구 망우로 305,131857,02098,,5,,127.086150032469,37.5969058978285
